,name1,name,liked,difficulty,passed,submitted,url
66,1069. 产品销售分析 II,Product Sales Analysis Ii,2,简单,"1,293","1,612",https://leetcode-cn.com/problems/product-sales-analysis-ii
67,1070. 产品销售分析 III,Product Sales Analysis Iii,3,中等,648,"1,453",https://leetcode-cn.com/problems/product-sales-analysis-iii
68,1071. 字符串的最大公因子,Greatest Common Divisor Of Strings,20,简单,"3,352","6,917",https://leetcode-cn.com/problems/greatest-common-divisor-of-strings
69,1072. 按列翻转得到最大值等行数,Flip Columns For Maximum Number Of Equal Rows,15,中等,912,"2,035",https://leetcode-cn.com/problems/flip-columns-for-maximum-number-of-equal-rows
70,1073. 负二进制数相加,Adding Two Negabinary Numbers,7,中等,833,"2,913",https://leetcode-cn.com/problems/adding-two-negabinary-numbers
71,1074. 元素和为目标值的子矩阵数量,Number Of Submatrices That Sum To Target,14,困难,617,"1,570",https://leetcode-cn.com/problems/number-of-submatrices-that-sum-to-target
72,1075. 项目员工 I,Project Employees I,2,简单,713,"1,548",https://leetcode-cn.com/problems/project-employees-i
73,1076. 项目员工II,Project Employees Ii,6,简单,882,"1,765",https://leetcode-cn.com/problems/project-employees-ii
74,1077. 项目员工 III,Project Employees Iii,4,中等,711,"1,075",https://leetcode-cn.com/problems/project-employees-iii
75,1078. Bigram 分词,Occurrences After Bigram,6,简单,"3,952","6,651",https://leetcode-cn.com/problems/occurrences-after-bigram
76,1079. 活字印刷,Letter Tile Possibilities,29,中等,"2,419","3,359",https://leetcode-cn.com/problems/letter-tile-possibilities
77,1080. 根到叶路径上的不足节点,Insufficient Nodes In Root To Leaf Paths,8,中等,"1,183","2,841",https://leetcode-cn.com/problems/insufficient-nodes-in-root-to-leaf-paths
78,1081. 不同字符的最小子序列,Smallest Subsequence Of Distinct Characters,12,中等,"1,107","2,581",https://leetcode-cn.com/problems/smallest-subsequence-of-distinct-characters
79,1082. 销售分析 I ,Sales Analysis I,7,简单,"1,255","1,717",https://leetcode-cn.com/problems/sales-analysis-i
80,1083. 销售分析 II,Sales Analysis Ii,5,简单,898,"1,866",https://leetcode-cn.com/problems/sales-analysis-ii
81,1084. 销售分析III,Sales Analysis Iii,6,简单,972,"2,091",https://leetcode-cn.com/problems/sales-analysis-iii
82,1085. 最小元素各数位之和,Sum Of Digits In The Minimum Number,0,简单,"1,013","1,370",https://leetcode-cn.com/problems/sum-of-digits-in-the-minimum-number
83,1086. 前五科的均分,High Five,3,简单,"1,374","2,058",https://leetcode-cn.com/problems/high-five
84,1087. 字母切换,Brace Expansion,8,中等,441,"1,030",https://leetcode-cn.com/problems/brace-expansion
85,1088. 易混淆数 II,Confusing Number Ii,4,困难,226,742,https://leetcode-cn.com/problems/confusing-number-ii
86,1089. 复写零,Duplicate Zeros,19,简单,"5,800","10,036",https://leetcode-cn.com/problems/duplicate-zeros
87,1090. 受标签影响的最大值,Largest Values From Labels,3,中等,"1,162","2,523",https://leetcode-cn.com/problems/largest-values-from-labels
88,1091. 二进制矩阵中的最短路径,Shortest Path In Binary Matrix,10,中等,"2,155","8,040",https://leetcode-cn.com/problems/shortest-path-in-binary-matrix
89,1092. 最短公共超序列,Shortest Common Supersequence,14,困难,624,"1,686",https://leetcode-cn.com/problems/shortest-common-supersequence
90,1093. 大样本统计,Statistics From A Large Sample,6,中等,"1,305","3,486",https://leetcode-cn.com/problems/statistics-from-a-large-sample
91,1094. 拼车,Car Pooling,14,中等,"2,502","4,985",https://leetcode-cn.com/problems/car-pooling
92,1095. 山脉数组中查找目标值,Find In Mountain Array,10,困难,799,"2,826",https://leetcode-cn.com/problems/find-in-mountain-array
93,1096. 花括号展开 II,Brace Expansion Ii,9,困难,397,879,https://leetcode-cn.com/problems/brace-expansion-ii
94,1097. 游戏玩法分析 V,Game Play Analysis V,1,困难,280,643,https://leetcode-cn.com/problems/game-play-analysis-v
95,1098. 小众书籍,Unpopular Books,6,中等,614,"1,592",https://leetcode-cn.com/problems/unpopular-books
96,1099. 小于 K 的两数之和,Two Sum Less Than K,5,简单,"1,020","1,954",https://leetcode-cn.com/problems/two-sum-less-than-k
97,1100. 长度为 K 的无重复字符子串,Find K Length Substrings With No Repeated Characters,3,中等,768,"1,234",https://leetcode-cn.com/problems/find-k-length-substrings-with-no-repeated-characters
98,1101. 彼此熟识的最早时间,The Earliest Moment When Everyone Become Friends,1,中等,692,"1,113",https://leetcode-cn.com/problems/the-earliest-moment-when-everyone-become-friends
99,1102. 得分最高的路径,Path With Maximum Minimum Value,10,中等,619,"2,463",https://leetcode-cn.com/problems/path-with-maximum-minimum-value
100,1103. 分糖果 II,Distribute Candies To People,10,简单,"4,428","7,240",https://leetcode-cn.com/problems/distribute-candies-to-people
101,1104. 二叉树寻路,Path In Zigzag Labelled Binary Tree,15,中等,"2,224","3,345",https://leetcode-cn.com/problems/path-in-zigzag-labelled-binary-tree
102,1105. 填充书架,Filling Bookcase Shelves,29,中等,"1,688","3,655",https://leetcode-cn.com/problems/filling-bookcase-shelves
103,1106. 解析布尔表达式,Parsing A Boolean Expression,14,困难,"1,346","2,484",https://leetcode-cn.com/problems/parsing-a-boolean-expression
104,1107. 每日新用户统计,New Users Daily Count,0,中等,256,621,https://leetcode-cn.com/problems/new-users-daily-count
105,1108. IP 地址无效化,Defanging An Ip Address,37,简单,"22,015","27,460",https://leetcode-cn.com/problems/defanging-an-ip-address
106,1109. 航班预订统计,Corporate Flight Bookings,27,中等,"3,136","8,723",https://leetcode-cn.com/problems/corporate-flight-bookings
107,1110. 删点成林,Delete Nodes And Return Forest,10,中等,"1,459","2,657",https://leetcode-cn.com/problems/delete-nodes-and-return-forest
108,1111. 有效括号的嵌套深度,Maximum Nesting Depth Of Two Valid Parentheses Strings,11,中等,"1,060","1,614",https://leetcode-cn.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings
109,1112. 每位学生的最高成绩,Highest Grade For Each Student,0,中等,301,519,https://leetcode-cn.com/problems/highest-grade-for-each-student
110,1113. Reported Posts,Reported Posts,2,简单,278,468,https://leetcode-cn.com/problems/reported-posts
111,1114. 按序打印,Print In Order,89,简单,"13,142","22,733",https://leetcode-cn.com/problems/print-in-order
112,1115. 交替打印FooBar,Print Foobar Alternately,41,中等,"7,437","13,634",https://leetcode-cn.com/problems/print-foobar-alternately
113,1116. 打印零与奇偶数,Print Zero Even Odd,30,中等,"3,943","8,391",https://leetcode-cn.com/problems/print-zero-even-odd
114,1117. H2O 生成,Building H2O,30,中等,"3,300","7,670",https://leetcode-cn.com/problems/building-h2o
115,1118. 一月有多少天,Number Of Days In A Month,0,简单,761,"1,224",https://leetcode-cn.com/problems/number-of-days-in-a-month
116,1119. 删去字符串中的元音,Remove Vowels From A String,3,简单,"2,061","2,488",https://leetcode-cn.com/problems/remove-vowels-from-a-string
117,1120. 子树的最大平均值,Maximum Average Subtree,2,中等,612,"1,098",https://leetcode-cn.com/problems/maximum-average-subtree
118,1122. 数组的相对排序,Relative Sort Array,22,简单,"8,078","12,503",https://leetcode-cn.com/problems/relative-sort-array
119,1123. 最深叶节点的最近公共祖先,Lowest Common Ancestor Of Deepest Leaves,13,中等,"1,305","2,115",https://leetcode-cn.com/problems/lowest-common-ancestor-of-deepest-leaves
120,1124. 表现良好的最长时间段,Longest Well Performing Interval,33,中等,"2,473","11,447",https://leetcode-cn.com/problems/longest-well-performing-interval
121,1125. 最小的必要团队,Smallest Sufficient Team,14,困难,877,"2,293",https://leetcode-cn.com/problems/smallest-sufficient-team
122,1126. Active Businesses,Active Businesses,2,中等,169,357,https://leetcode-cn.com/problems/active-businesses
123,1127. User Purchase Platform,User Purchase Platform,3,困难,86,180,https://leetcode-cn.com/problems/user-purchase-platform
124,1128. 等价多米诺骨牌对的数量,Number Of Equivalent Domino Pairs,10,简单,"3,178","8,102",https://leetcode-cn.com/problems/number-of-equivalent-domino-pairs
125,1129. 颜色交替的最短路径,Shortest Path With Alternating Colors,14,中等,"1,439","4,355",https://leetcode-cn.com/problems/shortest-path-with-alternating-colors
126,1130. 叶值的最小代价生成树,Minimum Cost Tree From Leaf Values,18,中等,934,"1,708",https://leetcode-cn.com/problems/minimum-cost-tree-from-leaf-values
127,1131. 绝对值表达式的最大值,Maximum Of Absolute Value Expression,16,中等,835,"2,304",https://leetcode-cn.com/problems/maximum-of-absolute-value-expression
128,1132. Reported Posts II,Reported Posts Ii,2,中等,154,402,https://leetcode-cn.com/problems/reported-posts-ii
129,1133. 最大唯一数,Largest Unique Number,4,简单,906,"1,538",https://leetcode-cn.com/problems/largest-unique-number
130,1134. 阿姆斯特朗数,Armstrong Number,3,简单,984,"1,320",https://leetcode-cn.com/problems/armstrong-number
131,1135. 最低成本联通所有城市,Connecting Cities With Minimum Cost,4,中等,825,"2,178",https://leetcode-cn.com/problems/connecting-cities-with-minimum-cost
132,1136. 平行课程,Parallel Courses,4,困难,397,814,https://leetcode-cn.com/problems/parallel-courses
133,1137. 第 N 个泰波那契数,N Th Tribonacci Number,15,简单,"6,749","12,836",https://leetcode-cn.com/problems/n-th-tribonacci-number
134,1139. 最大的以 1 为边界的正方形,Largest 1 Bordered Square,6,中等,"1,240","3,173",https://leetcode-cn.com/problems/largest-1-bordered-square
135,1140. 石子游戏 II,Stone Game Ii,11,中等,907,"1,620",https://leetcode-cn.com/problems/stone-game-ii
136,1141. User Activity for the Past 30 Days I,User Activity For The Past 30 Days I,1,简单,281,460,https://leetcode-cn.com/problems/user-activity-for-the-past-30-days-i
137,1142. 过去30天的用户活动 II,User Activity For The Past 30 Days Ii,0,简单,294,776,https://leetcode-cn.com/problems/user-activity-for-the-past-30-days-ii
138,1143. 最长公共子序列,Longest Common Subsequence,20,中等,"4,210","7,312",https://leetcode-cn.com/problems/longest-common-subsequence
139,1144. 递减元素使数组呈锯齿状,Decrease Elements To Make Array Zigzag,10,中等,"3,212","8,185",https://leetcode-cn.com/problems/decrease-elements-to-make-array-zigzag
140,1145. 二叉树着色游戏,Binary Tree Coloring Game,10,中等,"1,730","4,677",https://leetcode-cn.com/problems/binary-tree-coloring-game
141,1146. 快照数组,Snapshot Array,12,中等,"1,207","5,757",https://leetcode-cn.com/problems/snapshot-array
142,1147. 段式回文,Longest Chunked Palindrome Decomposition,7,困难,"1,139","2,257",https://leetcode-cn.com/problems/longest-chunked-palindrome-decomposition
143,1148. 文章浏览 I,Article Views I,0,简单,467,605,https://leetcode-cn.com/problems/article-views-i
144,1149. Article Views II,Article Views Ii,1,中等,156,382,https://leetcode-cn.com/problems/article-views-ii
145,1150. 检查一个数是否在数组中占绝大多数,Check If A Number Is Majority Element In A Sorted Array,5,简单,"1,024","1,567",https://leetcode-cn.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array
146,1151. 最少交换次数来组合所有的 1,Minimum Swaps To Group All 1S Together,3,中等,816,"2,108",https://leetcode-cn.com/problems/minimum-swaps-to-group-all-1s-together
147,1152. 用户网站访问行为分析,Analyze User Website Visit Pattern,1,中等,333,"1,185",https://leetcode-cn.com/problems/analyze-user-website-visit-pattern
148,1153. 字符串转化,String Transforms Into Another String,9,困难,452,"1,537",https://leetcode-cn.com/problems/string-transforms-into-another-string
149,1154. 一年中的第几天,Day Of The Year,10,简单,"4,306","8,382",https://leetcode-cn.com/problems/day-of-the-year
150,1155. 掷骰子的N种方法,Number Of Dice Rolls With Target Sum,21,中等,"2,243","5,431",https://leetcode-cn.com/problems/number-of-dice-rolls-with-target-sum
151,1156. 单字符重复子串的最大长度,Swap For Longest Repeated Character Substring,15,中等,"1,432","3,470",https://leetcode-cn.com/problems/swap-for-longest-repeated-character-substring
152,1157. 子数组中占绝大多数的元素,Online Majority Element In Subarray,13,困难,922,"4,047",https://leetcode-cn.com/problems/online-majority-element-in-subarray
153,1158. Market Analysis I,Market Analysis I,1,中等,171,343,https://leetcode-cn.com/problems/market-analysis-i
154,1159. Market Analysis II,Market Analysis Ii,0,困难,95,190,https://leetcode-cn.com/problems/market-analysis-ii
155,1160. 拼写单词,Find Words That Can Be Formed By Characters,18,简单,"6,995","11,022",https://leetcode-cn.com/problems/find-words-that-can-be-formed-by-characters
156,1161. 最大层内元素和,Maximum Level Sum Of A Binary Tree,6,中等,"2,877","4,344",https://leetcode-cn.com/problems/maximum-level-sum-of-a-binary-tree
157,1162. 地图分析,As Far From Land As Possible,14,中等,"4,358","11,949",https://leetcode-cn.com/problems/as-far-from-land-as-possible
158,1163. 按字典序排在最后的子串,Last Substring In Lexicographical Order,6,困难,"1,549","7,271",https://leetcode-cn.com/problems/last-substring-in-lexicographical-order
159,1164. Product Price at a Given Date,Product Price At A Given Date,2,中等,152,275,https://leetcode-cn.com/problems/product-price-at-a-given-date
160,1165. 单行键盘,Single Row Keyboard,3,简单,"2,192","2,687",https://leetcode-cn.com/problems/single-row-keyboard
161,1166. 设计文件系统,Design File System,1,中等,478,995,https://leetcode-cn.com/problems/design-file-system
162,1167. 连接棒材的最低费用,Minimum Cost To Connect Sticks,3,中等,618,"2,060",https://leetcode-cn.com/problems/minimum-cost-to-connect-sticks
163,1168. 水资源分配优化,Optimize Water Distribution In A Village,7,困难,318,875,https://leetcode-cn.com/problems/optimize-water-distribution-in-a-village
164,1169. 查询无效交易,Invalid Transactions,10,中等,"2,465","8,944",https://leetcode-cn.com/problems/invalid-transactions
165,1170. 比较字符串最小字母出现频次,Compare Strings By Frequency Of The Smallest Character,9,简单,"3,586","6,115",https://leetcode-cn.com/problems/compare-strings-by-frequency-of-the-smallest-character
166,1171. 从链表中删去总和值为零的连续节点,Remove Zero Sum Consecutive Nodes From Linked List,22,中等,"2,210","6,494",https://leetcode-cn.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list
167,1172. 餐盘栈,Dinner Plate Stacks,8,困难,700,"2,969",https://leetcode-cn.com/problems/dinner-plate-stacks
168,1173. Immediate Food Delivery I,Immediate Food Delivery I,0,简单,327,431,https://leetcode-cn.com/problems/immediate-food-delivery-i
169,1174. Immediate Food Delivery II,Immediate Food Delivery Ii,0,中等,154,276,https://leetcode-cn.com/problems/immediate-food-delivery-ii
170,1175. 质数排列,Prime Arrangements,5,简单,"2,354","5,114",https://leetcode-cn.com/problems/prime-arrangements
171,1176. 健身计划评估,Diet Plan Performance,9,简单,"2,325","5,974",https://leetcode-cn.com/problems/diet-plan-performance
172,1177. 构建回文串检测,Can Make Palindrome From Substring,14,中等,"1,347","7,251",https://leetcode-cn.com/problems/can-make-palindrome-from-substring
173,1178. 猜字谜,Number Of Valid Words For Each Puzzle,17,困难,803,"3,306",https://leetcode-cn.com/problems/number-of-valid-words-for-each-puzzle
174,1179. 重新格式化部门表,Reformat Department Table,7,简单,"2,058","3,175",https://leetcode-cn.com/problems/reformat-department-table
175,1180. 统计只含单一字母的子串,Count Substrings With Only One Distinct Letter,3,简单,878,"1,210",https://leetcode-cn.com/problems/count-substrings-with-only-one-distinct-letter
176,1181. 前后拼接,Before And After Puzzle,4,中等,548,"1,762",https://leetcode-cn.com/problems/before-and-after-puzzle
177,1182. 与目标颜色间的最短距离,Shortest Distance To Target Color,2,中等,579,"2,102",https://leetcode-cn.com/problems/shortest-distance-to-target-color
178,1183. 矩阵中 1 的最大数量,Maximum Number Of Ones,4,困难,205,464,https://leetcode-cn.com/problems/maximum-number-of-ones
179,1184. 公交站间的距离,Distance Between Bus Stops,10,简单,"3,717","6,743",https://leetcode-cn.com/problems/distance-between-bus-stops
180,1185. 一周中的第几天,Day Of The Week,12,简单,"3,252","5,591",https://leetcode-cn.com/problems/day-of-the-week
181,1186. 删除一次得到子数组最大和,Maximum Subarray Sum With One Deletion,15,中等,"1,524","5,599",https://leetcode-cn.com/problems/maximum-subarray-sum-with-one-deletion
182,1187. 使数组严格递增,Make Array Strictly Increasing,14,困难,524,"1,469",https://leetcode-cn.com/problems/make-array-strictly-increasing
183,1188. 设计有限阻塞队列,Design Bounded Blocking Queue,3,中等,187,319,https://leetcode-cn.com/problems/design-bounded-blocking-queue
184,1189. “气球” 的最大数量,Maximum Number Of Balloons,15,简单,"5,636","9,152",https://leetcode-cn.com/problems/maximum-number-of-balloons
185,1190. 反转每对括号间的子串,Reverse Substrings Between Each Pair Of Parentheses,12,中等,"2,639","5,354",https://leetcode-cn.com/problems/reverse-substrings-between-each-pair-of-parentheses
186,1191. K 次串联后最大子数组之和,K Concatenation Maximum Sum,14,中等,"1,556","6,779",https://leetcode-cn.com/problems/k-concatenation-maximum-sum
187,1192. 查找集群内的「关键连接」,Critical Connections In A Network,6,困难,692,"2,183",https://leetcode-cn.com/problems/critical-connections-in-a-network
188,1193. 每月交易 I,Monthly Transactions I,3,中等,362,611,https://leetcode-cn.com/problems/monthly-transactions-i
189,1194. 锦标赛优胜者,Tournament Winners,3,困难,139,351,https://leetcode-cn.com/problems/tournament-winners
190,1195. 交替打印字符串,Fizz Buzz Multithreaded,8,中等,"1,354","2,325",https://leetcode-cn.com/problems/fizz-buzz-multithreaded
191,1196. 最多可以买到的苹果数量,How Many Apples Can You Put Into The Basket,0,简单,"1,221","1,819",https://leetcode-cn.com/problems/how-many-apples-can-you-put-into-the-basket
192,1197. 进击的骑士,Minimum Knight Moves,6,中等,917,"3,395",https://leetcode-cn.com/problems/minimum-knight-moves
193,1198. 找出所有行中最小公共元素,Find Smallest Common Element In All Rows,1,中等,"1,089","1,546",https://leetcode-cn.com/problems/find-smallest-common-element-in-all-rows
194,1199. 建造街区的最短时间,Minimum Time To Build Blocks,4,困难,308,919,https://leetcode-cn.com/problems/minimum-time-to-build-blocks
195,1200. 最小绝对差,Minimum Absolute Difference,8,简单,"4,167","6,528",https://leetcode-cn.com/problems/minimum-absolute-difference
196,1201. 丑数 III,Ugly Number Iii,11,中等,"1,208","6,742",https://leetcode-cn.com/problems/ugly-number-iii
197,1202. 交换字符串中的元素,Smallest String With Swaps,7,中等,"1,041","3,996",https://leetcode-cn.com/problems/smallest-string-with-swaps
198,1203. 项目管理,Sort Items By Groups Respecting Dependencies,8,困难,318,"1,007",https://leetcode-cn.com/problems/sort-items-by-groups-respecting-dependencies
199,1204. Last Person to Fit in the Elevator,Last Person To Fit In The Elevator,1,中等,118,252,https://leetcode-cn.com/problems/last-person-to-fit-in-the-elevator
200,1205. 每月交易II,Monthly Transactions Ii,2,中等,222,565,https://leetcode-cn.com/problems/monthly-transactions-ii
201,1206. 设计跳表,Design Skiplist,10,困难,371,723,https://leetcode-cn.com/problems/design-skiplist
